Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
"6.776.982.559.099.870,00","8.074.693.667.681.720,00","67.616.314.076.168.700,00",4.22,"3.325.460.340.942.820,00","17.607.346.903.640.100,00","26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
"7.441.105.989.226.670,00","5.534.627.543.649.970,00","72.101.233.611.688.500,00",6.44,"4.353.750.294.550.510,00","1.393.746.760.467.420,00","4930 James Flats
New Shannon, NJ 75829-8040"
"7.310.107.879.766.860,00","41.041.299.227.226.100,00","8.920.333.221.277.760,00",4.35,"29.497.971.293.353.700,00","11.723.858.977.045.600,00","78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
"58.708.417.156.740.100,00","5.083.861.035.728.070,00","6.262.825.883.607.420,00","44.016,00","15.969.926.041.239.700,00","48.398.610.899.252.900,00","33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
"638.760.599.100.904,00","7.080.219.325.540.680,00","7.187.432.974.886.650,00",3.37,"3.805.287.644.316.590,00","13.885.301.566.836.000,00","49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
"6.834.315.409.141.890,00","639.244.379.007.958,00","842.511.289.496.364,00","43.867,00","4.065.387.006.540.160,00","17.217.393.841.384.900,00","4746 Morgan Forge
Diaztown, VT 79978"
"7.306.497.996.127.990,00","5.994.062.799.456.880,00","7.204.368.895.136.850,00",6.19,"3.069.933.971.051.100,00","12.764.487.920.429.700,00","5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
"6.736.726.808.279.860,00","6.774.710.808.664.320,00","6.690.894.898.640.910,00",2.49,"32.547.272.533.076.500,00","1.161.742.677.446.360,00","8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
"6.654.718.175.159.230,00","6.350.672.041.927.900,00","5.305.000.412.053.210,00","43.923,00","16.741.964.987.126.600,00","7.864.079.451.174.270,00","249 Susan Canyon
North Jessica, ID 13412"
"733.135.453.841.825,00","64.147.232.356.051.700,00","8.492.901.228.869.570,00",4.46,"3.780.899.667.212.120,00","1.604.920.973.458.410,00","08091 Bush Course
New Michael, RI 47524-7511"
"47.681.361.733.034.500,00","6.890.508.224.210.200,00","7.788.267.986.215.610,00",5.13,"5.090.897.890.911.070,00","12.301.491.367.864.400,00","PSC 6933, Box 3805
APO AP 50576"
"6.791.094.912.846.220,00","64.458.519.070.193.900,00","6.675.937.267.762.160,00",4.32,"31.379.782.970.582.300,00","10.516.445.540.225.400,00","6798 Smith Junctions
Wolfeton, WY 86565-5079"
"692.778.912.498.076,00","6.142.591.681.366.370,00","7.811.724.470.630.430,00",5.15,"437.179.130.919.397,00","14.150.736.141.811.800,00","256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
"6.794.671.467.561.320,00","5.403.175.672.900.810,00","5.671.136.342.785.440,00",3.21,"3.519.794.256.902.530,00","10.434.839.151.320.300,00","68672 Guzman Ridge
Clinefurt, WI 04078-6179"
"9.097.511.327.248.040,00","4.740.683.034.960.740,00","8.320.351.986.302.770,00",6.45,"4.442.621.364.759.750,00","15.443.797.477.356.700,00","4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
"61.885.546.440.328.800,00","5.405.265.969.173.880,00","69.141.957.695.988.200,00",3.22,"48.726.951.303.303.000,00","13.521.359.672.641.800,00","USCGC Hess
FPO AE 29193"
"694.018.472.172.649,00","7.042.354.994.979.090,00","8.097.044.284.953.610,00",3.44,"29.293.074.048.931.000,00","15.057.274.308.014.000,00","0617 Neal Curve
South Daniel, AS 09326"
"7.296.912.127.123.050,00","6.188.575.726.156.940,00","8.076.943.603.616.290,00","43.865,00","31.755.721.364.239.900,00","14.169.659.786.882.400,00","412 Janet Radial Suite 115
Kariview, NY 37073-8343"
"755.824.597.645.351,00","5.506.473.429.253.340,00","6.774.986.418.531.470,00",4.33,"3.194.630.386.752.320,00","10.467.219.761.732.400,00","9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
"56.241.226.773.131.700,00","5.623.087.015.761.980,00","6.818.670.753.532.720,00",2.18,"32.745.368.120.153.800,00","9.390.400.035.601.150,00","3062 Donald Inlet Suite 642
West Matthew, GU 49340"
"7.941.283.547.174.570,00","6.087.360.168.695.920,00","7.481.321.112.226.400,00",3.26,"17.568.733.760.583.300,00","1.383.031.332.366.430,00","764 Timothy Turnpike
North Audreymouth, TX 02395"
"7.961.823.684.602.080,00","4.566.166.100.869.570,00","6.669.888.411.446.430,00",3.49,"29.636.507.110.556.600,00","1.072.503.237.943.670,00","862 Ryan Flat
West Larryborough, WV 11517"
"6.701.907.404.739.730,00","6.487.943.166.707.260,00","7.331.330.100.018.210,00",6.26,"24.997.108.705.994.200,00","11.343.977.577.153.600,00","378 Evans Crest
East Shelbystad, HI 23326"
"5.606.348.086.676.330,00","5.106.935.120.148.060,00","5.385.339.777.521.380,00",4.14,"39.129.296.704.702.800,00","73.482.750.801.229,00","09897 Katherine Forge
North Johnside, NC 01211"
"57.077.580.304.069.200,00","5.775.467.040.583.660,00","6.952.026.673.761.360,00",4.27,"3.339.391.660.322.460,00","9.918.923.174.842.460,00","2367 Noah Center
North Dakotashire, PA 99619-0890"
"7.595.481.825.301.820,00","4.289.916.280.544.530,00","7.418.750.602.810.830,00","43.926,00","3.446.775.869.800.990,00","10.572.525.826.211.000,00","19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
"5.257.581.517.492.210,00","713.371.941.713.148,00","7.173.698.881.863.380,00","43.986,00","4.182.857.961.688.680,00","12.372.248.587.518.100,00","8803 Jackson Ramp
South Thomasland, RI 09631-6361"
"63.312.805.674.677.400,00","6.139.115.451.621.260,00","8.199.615.241.424.830,00",4.41,"4.323.035.215.795.720,00","14.426.325.412.265.500,00","87629 Shawn Crossing
North William, MN 71601-6188"
"8.252.696.210.481.900,00","6.453.073.406.098.010,00","774.824.895.259.721,00",4.46,"43.947.680.264.122.500,00","18.774.023.197.269.400,00","2574 Shannon Alley
South Fred, OR 64217"
"7.320.494.213.228.800,00","6.640.915.863.053.520,00","73.119.123.213.479.300,00","43.927,00","3.509.050.080.986.770,00","13.945.184.154.676.300,00","676 Jose Locks Apt. 415
South Cynthia, SC 89264"
"56.357.193.138.054.800,00","5.707.903.109.151.970,00","5.240.300.886.600.400,00",3.25,"3.806.199.829.895.610,00","9.539.393.299.056.440,00","4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
"7.131.662.465.041.460,00","7.107.767.687.213.710,00","7.088.992.690.921.160,00",5.33,"21.651.699.409.211.600,00","12.197.780.342.015.500,00","26847 Weber Ports Apt. 767
North Robinton, FM 43014"
"7.504.684.820.392.630,00","4.983.084.628.511.210,00","8.877.240.041.623.610,00",3.0,"32.468.031.152.300.900,00","1.287.325.381.856.670,00","PSC 8891, Box 6475
APO AP 28726-5123"
"8.447.416.005.619.020,00","6.970.854.745.872.440,00","5.935.909.326.221.990,00",2.47,"386.778.151.530.554,00","17.398.935.550.495.900,00","623 Jackson Road Apt. 492
Sarahville, NM 19973"
"6.816.268.392.566.850,00","6.962.206.715.963.220,00","6.697.358.009.859.320,00","44.015,00","31.843.876.337.225.800,00","12.133.822.226.364.600,00","0575 Edward Cliff
Miguelmouth, NY 06408"
"6.278.433.294.834.320,00","7.572.350.215.321.660,00","4.652.717.554.450.580,00",3.31,"35.122.389.471.607.700,00","10.074.787.484.311.500,00","6660 Alex Park
Barkerfort, WY 52781"
"6.700.981.567.374.430,00","6.849.769.936.594.260,00","7.610.720.856.104.880,00",3.22,"3.973.712.260.896.310,00","15.287.561.261.500.200,00","176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
"6.743.725.036.335.620,00","67.673.632.373.037.400,00","6.703.917.223.272.020,00","43.953,00","2.935.622.336.792.500,00","11.824.597.716.636.700,00","203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
"6.596.776.930.857.640,00","6.847.724.976.116.600,00","7.777.279.443.513.260,00",3.14,"3.579.996.254.832.010,00","14.745.467.621.461.100,00","842 Jackson Parkway
Angelabury, MI 68188-8699"
"4.281.630.588.550.860,00","7.603.999.923.452.170,00","704.524.851.047.004,00",4.18,"47.457.662.214.283.800,00","10.780.169.396.491.000,00","5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
"8.334.766.969.696.440,00","5.468.158.427.157.480,00","5.475.252.653.496.940,00",3.14,"48.226.718.927.780.100,00","1.453.381.624.303.100,00","0647 Ramirez Hill
New Crystalport, AZ 33060"
"8.169.987.999.554.250,00","54.798.018.295.655.500,00","64.760.073.411.937.400,00",4.41,"39.527.048.560.846.300,00","14.950.129.648.340.700,00","4233 Chase Fields
East Vanessabury, OR 85375-7861"
"5.614.378.866.493.640,00","4.580.122.445.909.620,00","6.668.979.774.275.280,00","43.925,00","4.508.403.665.959.030,00","7.141.484.147.529.010,00","0606 Ricardo Drive
Williamton, GU 79243"
"5.951.383.491.952.110,00","48.851.317.712.611.000,00","5.574.714.349.694.390,00",3.18,"44.162.279.205.220.100,00","8.942.920.474.101.030,00","14157 Jones Parkway Suite 319
North Haley, AK 18534"
"7.837.941.223.900.410,00","59.856.971.510.838.800,00","5.681.833.507.283.000,00","43.864,00","31.357.388.214.297.600,00","11.598.418.313.392.400,00","2579 Pamela Shoals
North Christianhaven, TX 95259"
"7.087.737.574.291.860,00","6.766.877.154.030.710,00","7.213.659.075.278.030,00","44.017,00","3.603.342.685.154.350,00","11.959.862.988.348.700,00","PSC 5171, Box 6452
APO AA 44610-4655"
"61.526.974.447.976.700,00","6.593.962.539.007.930,00","9.180.401.428.602.020,00","44.141,00","27.307.948.031.413.500,00","1.381.430.630.188.790,00","23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
"6.531.699.602.070.990,00","7.414.875.230.659.790,00","67.330.848.667.092.900,00",2.0,"5.579.949.748.118.190,00","15.348.898.534.666.500,00","32521 Martinez Highway
Stephaniehaven, NY 78577"
"7.626.881.833.386.310,00","6.942.797.866.602.700,00","6.147.907.595.982.690,00",3.17,"38.649.852.386.212.400,00","14.941.253.298.718.800,00","9109 Omar View Suite 461
East Sarahfort, WI 02969"
"48.531.364.228.529.800,00","6.863.184.038.794.890,00","8.517.401.059.111.700,00","43.895,00","39.731.150.563.494.600,00","13.561.462.608.426.200,00","5611 Chandler Mill
East Brianfort, AK 51236-0093"
"8.290.665.480.115.910,00","59.014.516.557.308.200,00","5.767.366.135.557.090,00",4.26,"3.882.048.194.376.130,00","14.549.430.736.612.400,00","PSC 5599, Box 5942
APO AP 55563-1953"
"6.311.784.405.077.340,00","4.940.396.705.340.580,00","5.636.779.394.573.880,00",2.31,"43.091.845.142.505.800,00","7.741.181.878.354.990,00","2128 Shawna Orchard Suite 992
New Melissabury, MN 22338"
"7.586.086.114.889.300,00","36.908.905.696.788.000,00","47.883.802.065.518.200,00",3.48,"41.003.880.081.137.600,00","8.891.132.388.612.490,00","019 Moore Center Apt. 643
West John, KY 54923"
"6.884.476.424.875.800,00","48.604.529.996.615.800,00","6.916.808.181.467.370,00",3.29,"4.839.249.736.045.830,00","1.211.102.210.889.240,00","Unit 3192 Box 6415
DPO AP 76779-7624"
"5.244.626.685.600.120,00","5.694.610.807.792.680,00","7.429.639.244.113.220,00","44.138,00","32.934.553.200.974.900,00","6.586.461.847.265.180,00","20185 Mary Crest
South Reneeville, VI 91892"
"6.934.270.683.990.400,00","5.804.686.752.456.640,00","7.805.903.702.425.880,00",3.36,"3.708.237.421.891.170,00","14.001.048.707.602.600,00","18067 Williams Roads Suite 683
South Christineton, CO 76227"
"55.932.052.683.871.000,00","72.183.091.452.232.400,00","6.020.201.205.065.960,00",4.0,"4.248.830.999.955.210,00","1.262.017.792.059.940,00","089 Wilson Forks Suite 185
East Gina, PA 98785-6132"
"5.330.692.213.650.360,00","4.632.267.718.361.720,00","6.194.794.324.882.630,00",2.15,"3.906.333.871.389.040,00","5.530.772.126.120.750,00","9643 Oscar Valley
North Richardstad, ME 14629-9980"
"56.976.546.398.416.900,00","606.121.224.055.646,00","7.259.286.709.164.780,00","44.046,00","4.637.550.249.433.840,00","12.032.478.901.339.200,00","46619 Morgan Squares
Stevenfurt, FM 70548"
"5.129.648.862.971.060,00","6.155.259.763.653.060,00","78.317.664.755.828.800,00",6.18,"3.207.890.680.116.640,00","11.153.230.148.424.000,00","407 Silva Inlet Apt. 301
East Carolmouth, SC 73414"
"6.399.500.489.280.110,00","7.597.533.220.442.810,00","7.090.050.637.208.990,00",5.25,"24.748.268.270.891.300,00","1.301.881.416.528.580,00","USCGC Friedman
FPO AE 57606-0743"
"7.191.514.668.577.210,00","6.279.753.853.557.660,00","5.521.216.370.644.250,00",4.47,"2.771.429.365.685.630,00","10.066.873.871.388.700,00","038 Anderson Club Suite 485
Richardsonfort, MA 22267"
"62.137.597.213.310.900,00","5.440.725.043.096.190,00","7.235.191.288.051.670,00",5.21,"1.904.561.950.521.180,00","7.493.830.725.554.070,00","014 Shaun Gardens
Lake Todd, HI 08110"
"7.805.096.982.777.530,00","5.234.044.767.850.810,00","62.903.058.884.706.200,00",4.15,"27.789.748.516.297.300,00","10.755.965.865.851.900,00","2606 Stout Inlet
Port Brenda, SC 59596-5906"
"6.737.142.085.657.580,00","5.333.820.711.722.900,00","6.624.951.289.232.860,00",4.37,"24.797.764.758.517.200,00","7.398.707.936.402.650,00","94952 Hall Cliffs Suite 366
West Jessica, MT 23902"
"5.936.276.638.285.360,00","748.263.024.156.822,00","8.003.006.746.190.670,00",3.49,"4.472.335.372.969.350,00","14.429.451.449.720.700,00","8581 Johnson Ranch Apt. 905
Jacquelinefurt, MH 08716-8228"
"57.003.109.637.399,00","7.010.583.459.838.790,00","6.356.258.719.499.950,00",3.14,"2.959.469.337.497.590,00","8.284.970.670.960.690,00","089 Jessica Dale
West Melissa, PW 59364"
"6.898.931.220.946.500,00","6.075.426.018.025.600,00","7.879.588.244.756.820,00",6.37,"32.629.603.834.878.400,00","13.732.908.607.785.400,00","USNS Hamilton
FPO AA 90003"
"7.096.990.210.264.180,00","490.181.779.874.016,00","6.396.268.005.904.590,00",3.18,"24.833.646.145.090.100,00","925.566.331.316.076,00","8016 Hicks Alley Apt. 735
Nicoleside, WV 73615-4795"
"822.516.530.083.296,00","7.741.091.333.917.380,00","7.636.653.827.124.360,00",6.49,"18.408.798.635.339.400,00","15.525.367.639.745.400,00","04952 Michael Terrace Apt. 414
Port Tammy, GA 56924-1868"
"7.130.645.729.927.480,00","5.773.717.162.531.530,00","6.688.230.169.654.560,00","43.923,00","4.328.439.715.786.260,00","13.359.045.009.155.400,00","3890 Hunt Trail
Davidhaven, OR 04793"
"7.092.156.856.864.700,00","5.665.185.384.549.680,00","6.375.371.505.488.280,00",3.28,"2.939.021.727.018.500,00","960.808.291.081.754,00","8398 Sanchez Gateway Suite 937
Mccoyburgh, PA 32814"
"7.073.946.009.573.000,00","6.710.699.575.938.630,00","7.166.501.645.912.910,00",6.28,"3.514.866.775.270.880,00","14.059.330.186.992.400,00","67095 Jeffrey Islands Suite 573
West Elizabeth, MI 33061-9433"
"58.097.841.822.991.000,00","6.386.347.995.576.970,00","6.144.038.119.393.710,00","43.924,00","19.903.000.078.828.400,00","6.190.876.936.175.330,00","31995 Moore Brook
New Melissa, MO 19787"
"512.735.088.526.293,00","7.032.317.225.810.640,00","6.888.205.629.009.320,00","44.076,00","538.118.949.059.733,00","13.292.732.276.498.600,00","Unit 5683 Box 5483
DPO AA 78774-2982"
"7.632.659.232.469.660,00","502.469.487.017.704,00","4.936.329.008.647.580,00",3.44,"42.779.831.295.917.800,00","12.618.438.443.217.300,00","77194 Carlson Causeway Apt. 904
West John, KY 70976"
"6.358.404.588.001.950,00","5.832.827.571.239.210,00","6.029.160.867.165.060,00",4.29,"4.634.018.858.141.240,00","11.757.814.175.700.500,00","73601 Donaldson Squares
Port John, VI 73473"
"863.402.872.916.062,00","4.930.051.000.348.540,00","6.183.440.077.191.860,00","43.833,00","35.630.560.451.493.100,00","14.370.535.572.016.100,00","6864 Michelle Field Apt. 339
Madisonmouth, KY 99033"
"7.947.123.881.699.870,00","5.867.269.778.244.330,00","8.197.289.420.628.190,00",6.21,"3.661.616.883.437.130,00","15.944.152.262.912.100,00","35165 Haley Falls Suite 341
South Elizabeth, VT 29143-4442"
"558.795.037.922.299,00","6.407.946.258.168.510,00","5.370.386.614.169.020,00","44.014,00","3.736.006.355.740.450,00","9.313.579.954.219.250,00","54993 James Place Suite 797
South Kenneth, CA 86457-1211"
"4.050.354.133.219.890,00","68.817.786.228.613.600,00","6.566.175.292.607.290,00",3.14,"4.597.947.754.493.000,00","7.986.396.541.779.220,00","6799 Downs Plaza
Randallberg, NH 17910-5241"
"8.339.440.783.174.940,00","560.148.666.755.078,00","59.050.243.437.326.000,00","44.045,00","30.487.524.623.204.100,00","1.451.739.624.652.710,00","79098 Brandon Island Suite 624
Horneshire, MA 35281-8110"
"645.012.264.490.648,00","6.001.641.690.907.000,00","7.293.476.753.807.880,00",5.33,"4.386.930.998.440.170,00","12.789.916.886.996.100,00","8173 Rush Wells
New Stephanie, MS 56356"
"5.956.953.734.000.420,00","627.953.689.058.963,00","732.537.953.908.138,00",4.24,"3.129.465.246.040.430,00","885.920.553.249.364,00","762 Corey Landing Suite 528
Billymouth, AZ 48958"
"6.928.031.627.168.200,00","6.861.548.027.571.180,00","6.923.618.931.703.740,00",4.33,"4.029.091.149.402.390,00","14.256.325.419.741.900,00","077 Laura Curve
New Christopherview, AZ 15138"
"6.634.248.968.113.720,00","5.857.266.081.732.990,00","6.949.108.920.124.760,00","43.985,00","11.792.815.159.070.400,00","9.018.817.426.862.380,00","5342 Dean Overpass
Matthewville, MI 08613"
"7.336.704.599.083.930,00","6.173.290.661.038.380,00","9.054.709.887.987.450,00",5.25,"23.684.787.951.169.200,00","1.521.730.791.403.270,00","469 William Shore Suite 726
South Krystalchester, MP 47720"
"57.122.224.839.461.200,00","5.707.650.030.009.740,00","5.929.733.805.119.470,00","43.923,00","4.197.277.154.374.410,00","7.167.710.057.488.750,00","566 Brown Grove Apt. 886
Cardenasmouth, IN 87042-1285"
"6.197.884.804.645.040,00","7.912.276.046.909.690,00","8.437.966.415.855.880,00",5.37,"56.957.187.749.933.000,00","16.967.171.072.993.600,00","017 Bowers Field
Williamsstad, OK 15934-8122"
"54.299.968.820.232.000,00","6.635.899.749.087.410,00","6.851.535.827.684.730,00",2.49,"3.951.266.370.560.070,00","8.195.980.078.481.780,00","05946 Wong Spur
Susanshire, NY 67746-2473"
"7.142.440.600.668.850,00","55.989.332.197.131.700,00","8.522.538.377.872.320,00",3.49,"3.724.256.159.333.390,00","158.421.395.748.502,00","9297 Cole Highway
Patrickhaven, DC 02945-8988"
"57.353.154.356.746.900,00","8.075.447.920.117.230,00","5.678.555.483.410.870,00",4.44,"16.906.421.720.581.600,00","7.988.925.150.396.760,00","88404 William Cape Apt. 249
Dawsonhaven, MA 21219-3496"
"4.473.110.979.996.530,00","4.188.658.328.546.150,00","8.942.797.164.237.110,00","44.170,00","3.963.347.304.108.830,00","6.019.730.017.397.130,00","4896 Jennifer River Apt. 180
Shafferberg, MN 77619-4214"
"7.617.549.392.770.540,00","452.414.065.164.513,00","9.524.973.612.345.670,00",4.28,"30.760.994.956.471.500,00","1.456.486.292.963.140,00","82014 Stanton Gardens Suite 664
Lake Dawnborough, DC 86197-4191"
"6.657.470.999.393.100,00","5.550.264.728.638.200,00","6.844.150.152.614.080,00",2.17,"695.754.494.636.571,00","17.024.060.389.352.000,00","551 Macdonald Viaduct
West Stephanie, TN 55360"
"9.173.115.438.275.630,00","5.184.810.712.102.600,00","7.943.879.719.757.170,00","43.896,00","3.310.209.542.220.820,00","1.566.471.008.325.360,00","860 Thompson Skyway Suite 901
Kimshire, AR 37353-5106"
"7.548.703.259.942.800,00","64.539.316.775.765.000,00","7.737.095.684.108.220,00","43.865,00","411.053.906.304.319,00","1.592.210.175.923.130,00","5036 Peterson Throughway
East Megan, GA 08456-4696"
"5.808.843.812.962.340,00","60.178.310.005.194.700,00","5.790.005.274.481.300,00",4.21,"51.925.411.612.821.500,00","9.376.283.466.936.610,00","Unit 5584 Box 2763
DPO AE 40544"
"7.631.921.860.437.210,00","6.873.130.198.484.810,00","6.294.054.950.948.830,00",3.45,"48.026.308.367.530.600,00","1.558.547.577.837.520,00","09437 Carolyn Mountain
Knappview, CA 70608-7504"
